timestamp,index,name,utilization_gpu_pct,memory_used_mib,memory_total_mib,temperature_c,power_w
2026-09-02T20:32:49.679439+08:00,0, NVIDIA GeForce RTX 5060, 44, 3879, 8151, 59, 73.99
2026-09-02T20:32:54.712870+08:00,0, NVIDIA GeForce RTX 5060, 53, 3879, 8151, 59, 74.38
2026-09-02T20:32:59.751722+08:00,0, NVIDIA GeForce RTX 5060, 45, 3885, 8151, 57, 74.92
2026-09-02T20:33:04.807122+08:00,0, NVIDIA GeForce RTX 5060, 11, 3883, 8151, 54, 36.86
2026-09-02T20:33:09.843289+08:00,0, NVIDIA GeForce RTX 5060, 15, 3884, 8151, 51, 35.28
2026-09-02T20:33:14.895554+08:00,0, NVIDIA GeForce RTX 5060, 49, 3892, 8151, 56, 73.81
2026-09-02T20:33:19.932258+08:00,0, NVIDIA GeForce RTX 5060, 48, 3884, 8151, 56, 72.26
2026-09-02T20:33:24.987169+08:00,0, NVIDIA GeForce RTX 5060, 51, 3884, 8151, 56, 75.17
2026-09-02T20:33:30.023455+08:00,0, NVIDIA GeForce RTX 5060, 23, 3895, 8151, 58, 71.23
2026-09-02T20:33:35.066067+08:00,0, NVIDIA GeForce RTX 5060, 51, 3893, 8151, 58, 74.12
2026-09-02T20:33:40.104588+08:00,0, NVIDIA GeForce RTX 5060, 48, 3883, 8151, 57, 73.72
2026-09-02T20:33:45.141736+08:00,0, NVIDIA GeForce RTX 5060, 51, 3879, 8151, 58, 73.86
2026-09-02T20:33:50.206822+08:00,0, NVIDIA GeForce RTX 5060, 44, 3891, 8151, 60, 73.45
2026-09-02T20:33:55.245086+08:00,0, NVIDIA GeForce RTX 5060, 44, 3879, 8151, 58, 74.42
2026-09-02T20:34:00.295339+08:00,0, NVIDIA GeForce RTX 5060, 15, 3879, 8151, 55, 45.79
2026-09-02T20:34:05.337445+08:00,0, NVIDIA GeForce RTX 5060, 14, 3880, 8151, 51, 34.88
2026-09-02T20:34:10.387503+08:00,0, NVIDIA GeForce RTX 5060, 44, 3889, 8151, 56, 74.08
2026-09-02T20:34:15.428424+08:00,0, NVIDIA GeForce RTX 5060, 46, 3880, 8151, 56, 74.82
2026-09-02T20:34:20.486974+08:00,0, NVIDIA GeForce RTX 5060, 14, 3880, 8151, 58, 69.18
2026-09-02T20:34:25.544802+08:00,0, NVIDIA GeForce RTX 5060, 53, 3880, 8151, 57, 74.70
2026-09-02T20:34:30.599833+08:00,0, NVIDIA GeForce RTX 5060, 54, 3894, 8151, 56, 74.89
2026-09-02T20:34:35.648224+08:00,0, NVIDIA GeForce RTX 5060, 51, 3879, 8151, 56, 74.63
2026-09-02T20:34:40.696063+08:00,0, NVIDIA GeForce RTX 5060, 45, 3890, 8151, 59, 73.93
2026-09-02T20:34:45.739516+08:00,0, NVIDIA GeForce RTX 5060, 45, 3879, 8151, 58, 73.91
2026-09-02T20:34:50.785718+08:00,0, NVIDIA GeForce RTX 5060, 48, 3891, 8151, 57, 74.87
2026-09-02T20:34:55.820129+08:00,0, NVIDIA GeForce RTX 5060, 15, 3890, 8151, 55, 55.56
